line,title,author,cited_num,relate,reverse_relate
Storing 2 Bits of Information in a Novel Single Semiconductor Microring Laser Memory Cell (Citations: 9),Storing 2 bits of information in a novel single semiconductor microring laser memory cell,Z Wang,40,31.25%,35.71%
Measurement of optical intensity fluctuation over an 11.8 km turbulent path,Measurement of optical intensity fluctuation over an 11.8 km turbulent path,,44,100.00%,100.00%
Dynamic Switching Response of Semiconductor Ring Lasers to NRZ and RZ Injection Signals,Dynamic switching response of semiconductor ring lasers to NRZ and RZ injection signals,Z Wang S Yu,8,46.15%,46.15%
Theoretical and Experimental Studies on Bistability in Semiconductor Ring Lasers With Two Optical Injections,Theoretical and experimental studies on bistability in semiconductor ring lasers with two optical injections,Z Wang MI Memon,18,28.57%,28.57%
Influence of beam wander on bit-error rate in a ground-to-satellite laser uplink communication system,Influence of beam wander on bit-error rate in a ground-to-satellite laser uplink communication system,,50,100.00%,100.00%
Lasing Mode Hysteresis Characteristics in Semiconductor Ring Lasers,Lasing mode hysteresis characteristics in semiconductor ring lasers,C Born Z Wang M Sorel,9,25.00%,25.00%
Directional Bistability in Novel Semiconductor Ring Lasers With Retro-Reflector Microcavity,Directional bistability in novel semiconductor ring lasers with retro-reflector microcavity,Z Wang S Yu,10,20.00%,20.00%
Injection Locking and Switching Operations of a Novel Retro-Reflector-Cavity-Based Semiconductor Micro-Ring Laser,Injection locking and switching operations of a novel retro-reflector-cavity-based semiconductor micro-ring laser,Z Wang,12,33.33%,33.33%
Nonlinear Gain in Semiconductor Ring Lasers,Nonlinear gain in semiconductor ring lasers,C Born Z Wang S Yu,16,33.33%,33.33%
Silica-on-Silicon Waveguide Quantum Circuits,Silica-on-silicon waveguide quantum circuits,A Politi MJ Cryan JG Rarity S Yu JL O'brien,755,0.00%,0.00%
Angled-Facet Spot-Size-Converter Integrated Semiconductor Optical Amplifiers Using Asymmetric Twin Waveguide Technology,Angled-facet spot-size-converter integrated semiconductor optical amplifiers using asymmetric twin waveguide technology,S Yu,4,0.00%,0.00%
Numerical Analysis of Polarization Splitter Based on Vertically Coupled Microring Resonator,Numerical analysis of polarization splitter based on vertically coupled microring resonator,X Zhang,29,27.27%,27.27%
Analysis of Dynamic Switching Behavior of Bistable Semiconductor Ring Lasers Triggered by Resonant Optical Pulse Injection,Analysis of dynamic switching behavior of bistable semiconductor ring lasers triggered by resonant optical pulse injection,S Yu,41,25.00%,25.00%
Analytical expression and optimization of spatial acquisition for intersatellite optical communications,Analytical expression and optimization of spatial acquisition for intersatellite optical communications,,9,100.00%,100.00%
Space radiation effect on EDFA for inter-satellite optical communication,Space radiation effect on EDFA for inter-satellite optical communication,,16,100.00%,100.00%
Log-amplitude variance for a Gaussian-beam wave propagating through non-Kolmogorov turbulence,Log-amplitude variance for a Gaussian-beam wave propagating through non-Kolmogorov turbulence,,45,100.00%,100.00%
Error-Free 10Gb/s All-Optical Switching Based on a Bidirectional SRL With Miniaturized Retro-Reflector Cavity,Error-free 10-Gb/s all-optical switching based on a bidirectional SRL with miniaturized retro-reflector cavity,Z Wang,6,23.08%,23.08%
Measurements of angle-of-arrival fluctuations over an 11.8 km urban path,Measurements of angle-of-arrival fluctuations over an 11.8 km urban path,,7,100.00%,100.00%
Numerical studies on deformation and adhesion behaviour of substrate during nanoindentation,Numerical studies on deformation and adhesion behaviour of substrate during nanoindentation,,0,100.00%,100.00%
Pointing error due to temperature distribution of SiC reflectors in intersatellite laser communications,Pointing error due to temperature distribution of SiC reflectors in intersatellite laser communications,,2,100.00%,100.00%
Degradation of single-mode fiber coupling efficiency due to localized wavefront aberrations in free-space laser communications,Degradation of single-mode fiber coupling efficiency due to localized wavefront aberrations in free-space laser communications,F Zhao,13,100.00%,100.00%
"Packet error rate analysis of OOK, DPIM and PPM modulation schemes for ground-to-satellite optical communications","Packet error rate analysis of OOK, DPIM and PPM modulation schemes for ground-to-satellite optical communications",,40,100.00%,100.00%
Impact of random angular jitter on fiber-coupled differential phase-shift keying receivers with Mach-Zehnder interferometer demodulation,Impact of random angular jitter on fiber-coupled differential phase-shift keying receivers with Mach–Zehnder interferometer demodulation,F Zhao,5,93.33%,93.33%
An improved method of detecting and processing for the beacon in satellite-to-ground laser communication links,An improved method of detecting and processing for the beacon in satellite-to-ground laser communication links,S Yu,0,100.00%,100.00%
Effect of Doppler shift on differential phase-shift keying receivers using interferometric demodulation and balanced detection in intersatellite laser communication links,Effect of Doppler shift on differential phase-shift keying receivers using interferometric demodulation and balanced detection in intersatellite laser …,F Zhao,2,85.00%,94.44%
Bulk acoustic wave delay line in acoustic superlattice,Bulk acoustic wave delay line in acoustic superlattice,MH Lu,7,100.00%,100.00%
Generation and Modulation of Tunable mm-Wave Optical Signals Using Semiconductor Ring Laser,Generation and modulation of tunable mm-wave optical signals using semiconductor ring laser,MI Memon Z Wang,33,25.00%,25.00%
Angle-of-arrival fluctuations for wave propagation through non-Kolmogorov turbulence,Angle-of-arrival fluctuations for wave propagation through non-Kolmogorov turbulence,W Xie,43,100.00%,100.00%
Experimental investigation of radiation effect on erbium-ytterbium co-doped fiber amplifier for space optical communication in low-dose radiation environment,Experimental investigation of radiation effect on erbium-ytterbium co-doped fiber amplifier for space optical communication in low-dose radiation environment,,34,100.00%,100.00%
Modulation Bandwidth Enhancement in Optical Injection-Locked Semiconductor Ring Laser,Modulation bandwidth enhancement in optical injection-locked semiconductor ring laser,MI Memon Z Wang,12,22.22%,22.22%
Characterization of All-Optical Regeneration Potentials of a Bistable Semiconductor Ring Laser,Characterization of all-optical regeneration potentials of a bistable semiconductor ring laser,MI Memon Z Wang,22,36.36%,36.36%
Investigation of material removal mechanism of silicon wafer in the chemical mechanical polishing process using molecular dynamics simulation method,Investigation of material removal mechanism of silicon wafer in the chemical mechanical polishing process using molecular dynamics simulation method.,,36,94.74%,94.74%
All-Optical Label Swapping Using Bistable Semiconductor Ring Laser in an Optical Switching Node,All-optical label swapping using bistable semiconductor ring laser in an optical switching node,I Memon,29,15.38%,15.38%
Plane wave coupling into single-mode fiber in the presence of random angular jitter,Plane wave coupling into single-mode fiber in the presence of random angular jitter,F Zhao,11,100.00%,100.00%
Silica-on-Silicon Waveguide Quantum Circuits,Silica-on-silicon waveguide quantum circuits,A Politi MJ Cryan JG Rarity S Yu JL O'brien,755,0.00%,0.00%
Bistability and Switching Properties of Semiconductor Ring Lasers With External Optical Injection,Bistability and switching properties of semiconductor ring lasers with external optical injection,S Yu,53,25.00%,25.00%
Integrated Small-Sized Semiconductor Ring Laser With Novel Retro-Reflector Cavity,Integrated small-sized semiconductor ring laser with novel retro-reflector cavity,Z Wang,34,11.11%,11.11%
Storing 2 Bits of Information in a Novel Single Semiconductor Microring Laser Memory Cell (Citations: 9),Storing 2 bits of information in a novel single semiconductor microring laser memory cell,Z Wang,40,31.25%,35.71%
Measurement of optical intensity fluctuation over an 11.8 km turbulent path,Measurement of optical intensity fluctuation over an 11.8 km turbulent path,,44,100.00%,100.00%
Dynamic Switching Response of Semiconductor Ring Lasers to NRZ and RZ Injection Signals,Dynamic switching response of semiconductor ring lasers to NRZ and RZ injection signals,Z Wang S Yu,8,46.15%,46.15%
Theoretical and Experimental Studies on Bistability in Semiconductor Ring Lasers With Two Optical Injections,Theoretical and experimental studies on bistability in semiconductor ring lasers with two optical injections,Z Wang MI Memon,18,28.57%,28.57%
Influence of beam wander on bit-error rate in a ground-to-satellite laser uplink communication system,Influence of beam wander on bit-error rate in a ground-to-satellite laser uplink communication system,,50,100.00%,100.00%
Lasing Mode Hysteresis Characteristics in Semiconductor Ring Lasers,Lasing mode hysteresis characteristics in semiconductor ring lasers,C Born Z Wang M Sorel,9,25.00%,25.00%
Directional Bistability in Novel Semiconductor Ring Lasers With Retro-Reflector Microcavity,Directional bistability in novel semiconductor ring lasers with retro-reflector microcavity,Z Wang S Yu,10,20.00%,20.00%
Injection Locking and Switching Operations of a Novel Retro-Reflector-Cavity-Based Semiconductor Micro-Ring Laser,Injection locking and switching operations of a novel retro-reflector-cavity-based semiconductor micro-ring laser,Z Wang,12,33.33%,33.33%
Nonlinear Gain in Semiconductor Ring Lasers,Nonlinear gain in semiconductor ring lasers,C Born Z Wang S Yu,16,33.33%,33.33%
Silica-on-Silicon Waveguide Quantum Circuits,Silica-on-silicon waveguide quantum circuits,A Politi MJ Cryan JG Rarity S Yu JL O'brien,755,0.00%,0.00%
