line,title,author,cited_num,relate,reverse_relate
A triple-HLH/bHLH Cascade Controls Cell Elongation Downstream of Multiple Hormonal and Environmental Signaling Pathways in Arabidopsis,The transcriptional regulator BBX24 impairs DELLA activity to promote shade avoidance in Arabidopsis thaliana,CD Crocco,17,12.50%,14.29%
Brassinosteroids regulate plant architecture by repressing organ boundary identity genes,Brassinosteroids regulate organ boundary formation in the shoot apical meristem of Arabidopsis,,85,40.00%,33.33%
Brassinosteroid signaling network and regulation of photomorphogenesis,Brassinosteroid signaling network and regulation of photomorphogenesis,ZY Wang JY Zhu,187,100.00%,100.00%
Brassinosteroid regulates stomatal development by GSK3-mediated inhibition of a MAPK pathway,Brassinosteroid regulates stomatal development by GSK3-mediated inhibition of a MAPK pathway,DC Bergmann ZY Wang,224,100.00%,100.00%
Interaction between BZR1 and PIF4 integrates brassinosteroid and environmental responses,Interaction between BZR1 and PIF4 integrates brassinosteroid and environmental responses,E Oh JY Zhu ZY Wang,278,100.00%,100.00%
"Brassinosteroid, gibberellin, and phytochrome impinge on a common transcription module in Arabidopsis","Brassinosteroid, gibberellin and phytochrome impinge on a common transcription module in Arabidopsis",Y Bai R Zentella,270,91.67%,91.67%
Brassinosteroids modulate plant immunity at multiple levels,Brassinosteroids modulate plant immunity at multiple levels,ZY Wang,68,100.00%,100.00%
"BZS1, a B-box Protein, Promotes Photomorphogenesis Downstream of Both Brassinosteroid and Light Signaling Pathways","BZS1, a B-box protein, promotes photomorphogenesis downstream of both brassinosteroid and light signaling pathways",XY Fan,42,35.71%,35.71%
Interactions between HLH and bHLH Factors Modulate Light-Regulated Plant Development,Interactions between HLH and bHLH factors modulate light-regulated plant development,E Oh ZY Wang,63,50.00%,50.00%
Structural basis for the impact of phosphorylation on plant receptor-like kinase BAK1 activation,Structural basis for the impact of phosphorylation on the activation of plant receptor-like kinase BAK1,,37,115.38%,86.67%
Brassinosteroid action in flowering plants: a Darwinian perspective,Brassinosteroid action in flowering plants: a Darwinian perspective,U Kutschera ZY Wang,39,100.00%,100.00%
Identification of O-linked β-D: -N-acetylglucosamine-Modified Proteins from Arabidopsis,An Arabidopsis cell wall proteoglycan consists of pectin and arabinoxylan covalently linked to an arabinogalactan protein,,175,25.00%,12.50%
Quantitative analysis of protein phosphorylation using two-dimensional difference gel electrophoresis,Quantitative analysis of protein phosphorylation using two-dimensional difference gel electrophoresis,ZY Wang,6,100.00%,100.00%
Genome-wide identification of transcription factor binding sites in plants using chromatin immunoprecipitation followed by microarray (ChIP-chip) or Sequencing (ChIP-seq),Genome-wide identification of transcription factor-binding sites in plants using chromatin immunoprecipitation followed by microarray (ChIP-chip) or sequencing (ChIP …,JY Zhu ZY Wang,27,78.95%,83.33%
CCA1 and ELF3 Interact in the Control of Hypocotyl Length and Flowering Time in Arabidopsis,CCA1 and ELF3 interact in the control of hypocotyl length and flowering time in Arabidopsis,SHJ Kim,63,60.00%,60.00%
PP2A activates brassinosteroid-responsive gene expression and plant growth by dephosphorylating BZR1,PP2A activates brassinosteroid-responsive gene expression and plant growth by dephosphorylating BZR1,W Tang R Wang,222,100.00%,100.00%
The CDG1 Kinase Mediates Brassinosteroid Signal Transduction from BRI1 Receptor Kinase to BSU1 Phosphatase and GSK3-like Kinase BIN2,The CDG1 kinase mediates brassinosteroid signal transduction from BRI1 receptor kinase to BSU1 phosphatase and GSK3-like kinase BIN2,ZY Wang,137,50.00%,50.00%
Structural insight into brassinosteroid perception by BRI1.,Structural insight into brassinosteroid perception by BRI1,Z Han J Wang,227,85.71%,85.71%
Proteomics analysis reveals post-translational mechanisms for cold-induced metabolic changes in Arabidopsis,Proteomics analysis reveals post-translational mechanisms for cold-induced metabolic changes in Arabidopsis,SL Xu P Xu RJ Wang,33,100.00%,100.00%
Proteomic analysis of Brassica stigmatic proteins following the self-incompatibility reaction reveals a role for microtubule dynamics during pollen responses.,Proteomic analysis of Brassica stigmatic proteins following the self-incompatibility reaction reveals a role for microtubule dynamics during pollen responses,MA Samuel,38,94.74%,94.74%
Rapid auxin-mediated changes in the proteome of the epidermal cells in rye coleoptiles: implications for the initiation of growth,Rapid auxin‐mediated changes in the proteome of the epidermal cells in rye coleoptiles: implications for the initiation of growth,S Xu,10,94.74%,94.74%
Brassinosteroid signal transduction from receptor kinases to transcription factors,Brassinosteroid signal transduction from receptor kinases to transcription factors,ZY Wang,371,100.00%,100.00%
Integration of light- and brassinosteroid-signaling pathways by a GATA transcription factor in Arabidopsis.,Integration of light-and brassinosteroid-signaling pathways by a GATA transcription factor in Arabidopsis,JY Zhu XY Fan,110,76.92%,83.33%
Integration of brassinosteroid signal transduction with the transcription network for plant growth regulation in Arabidopsis,Integration of brassinosteroid signal transduction with the transcription network for plant growth regulation in Arabidopsis,XY Fan K He JY Zhu,345,100.00%,100.00%
Proteomics shed light on the brassinosteroid signaling mechanisms,Proteomics shed light on the brassinosteroid signaling mechanisms,ZY Wang,51,100.00%,100.00%
From Receptors to Responses,Endothelial heterogeneity in Shiga toxin receptors and responses.,,309,0.00%,0.00%
Proteomic study identifies proteins involved in brassinosteroid regulation of rice growth.,Proteomic study identifies proteins involved in brassinosteroid regulation of rice growth,,27,90.91%,90.91%
Cessation of coleoptile elongation and loss of auxin sensitivity in developing rye seedlings. A quantitative proteomic analysis,Cessation of coleoptile elongation and loss of auxin sensitivity in developing rye seedlings: a quantitative proteomic analysis,U Kutschera,16,88.24%,88.24%
Brassinosteroid signal transduction from cell-surface receptor kinases to nuclear transcription factors.,Brassinosteroid signal transduction from cell-surface receptor kinases to nuclear transcription factors,,311,90.91%,90.91%
Antagonistic HLH/bHLH transcription factors mediate BR regulation of cell elongation and plant development in rice and Arabidopsis,Antagonistic HLH/bHLH transcription factors mediate brassinosteroid regulation of cell elongation and plant development in rice and Arabidopsis,LY Zhang JY Zhu H Wang,187,94.12%,94.12%
OsGSR1 is involved in crosstalk between gibberellins and brassinosteroids in rice,OsGSR1 is involved in crosstalk between gibberellins and brassinosteroids in rice,Z Wang,105,100.00%,100.00%
Arabidopsis Hormone Database: a comprehensive genetic and phenotypic information database for plant hormone research in Arabidopsis,Arabidopsis Hormone Database: a comprehensive genetic and phenotypic information database for plant hormone research in Arabidopsis,X Zhou Z Jiang,50,100.00%,100.00%
BSKs mediate signal transduction from the receptor kinase BRI1 in Arabidopsis,BSKs mediate signal transduction from the receptor kinase BRI1 in Arabidopsis,W Tang,350,100.00%,100.00%
Proteomic studies of brassinosteroid signal transduction using prefractionation and 2-D DIGE,Proteomics studies of brassinosteroid signal transduction using prefractionation and two-dimensional DIGE,,123,81.82%,81.82%
Chemical genetic dissection of brassinosteroid-ethylene interaction,Chemical genetic dissection of brassinosteroid–ethylene interaction,,57,83.33%,83.33%
Prefoldin 6 is required for normal microtubule dynamics and organization in Arabidopsis,Prefoldin 6 is required for normal microtubule dynamics and organization in Arabidopsis,Y Gu AR Paredez S DeBolt,31,100.00%,100.00%
An essential role for 14-3-3 proteins in brassinosteroid signal transduction in Arabidopsis,An essential role for 14-3-3 proteins in brassinosteroid signal transduction in Arabidopsis,,278,100.00%,100.00%
Functions of OsBZR1 and 14-3-3 proteins in brassinosteroid signaling in rice.,Functions of OsBZR1 and 14-3-3 proteins in brassinosteroid signaling in rice,LY Zhang,214,90.91%,90.91%
Multiple mechanisms modulate brassinosteroid signaling.,Multiple mechanisms modulate brassinosteroid signaling,ZY Wang,133,80.00%,80.00%
